progression_key,progression_label,slot,file,path,saved_path,level,board,pairs,blockers,moves,solutions,difficulty,status,changed,notes
progression_10,Procedural 7,0,tutorial_level.json,minigame_locally/levels/tutorial_level.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/tutorial_level.json,1,6x6,3,3,8,20,EASY,OK,Yes,Tutorial slot
progression_10,Procedural 7,1,procedular_reference_large_06d_d_4.json,minigame_locally/levels/procedular_reference_large_06d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_d_4.json,61,7x7,3,9,13,4,HARD,OK,Yes,
progression_10,Procedural 7,2,procedular_reference_large_06d_5.json,minigame_locally/levels/procedular_reference_large_06d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_5.json,62,8x8,3,11,17,20,HARD,OK,Yes,
progression_10,Procedural 7,3,procedular_reference_large_06d_4.json,minigame_locally/levels/procedular_reference_large_06d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_4.json,63,7x7,4,9,20,8,HARD,OK,Yes,
progression_10,Procedural 7,4,procedular_reference_large_064.json,minigame_locally/levels/procedular_reference_large_064.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_064.json,64,7x7,3,9,13,20,HARD,OK,Yes,
progression_10,Procedural 7,5,procedular_reference_large_06d_d_5.json,minigame_locally/levels/procedular_reference_large_06d_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_d_5.json,65,8x8,3,11,12,20,HARD,OK,Yes,
progression_10,Procedural 7,6,procedular_reference_large_06d_d_d_4.json,minigame_locally/levels/procedular_reference_large_06d_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_d_d_4.json,66,7x7,4,9,9,20,HARD,OK,Yes,
progression_10,Procedural 7,7,procedular_reference_large_06d_9.json,minigame_locally/levels/procedular_reference_large_06d_9.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_06d_9.json,67,7x7,3,9,13,2,HARD,OK,Yes,
progression_10,Procedural 7,8,procedular_reference_large_068.json,minigame_locally/levels/procedular_reference_large_068.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_068.json,68,8x8,3,11,23,20,HARD,OK,Yes,
progression_10,Procedural 7,9,procedular_reference_large_069.json,minigame_locally/levels/procedular_reference_large_069.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_069.json,69,8x8,4,11,26,20,HARD,OK,Yes,
progression_10,Procedural 7,10,procedular_reference_large_070.json,minigame_locally/levels/procedular_reference_large_070.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_070.json,70,8x8,3,11,19,20,HARD,OK,Yes,
