progression_key,progression_label,slot,file,path,saved_path,level,board,pairs,blockers,moves,solutions,difficulty,status,changed,notes
progression_4,Procedural 1,0,tutorial_level.json,minigame_locally/levels/tutorial_level.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/tutorial_level.json,1,6x6,3,3,8,20,EASY,OK,Yes,Tutorial slot
progression_4,Procedural 1,1,slot2_d_d_4.json,minigame_locally/levels/slot2_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/slot2_d_d_4.json,1,7x7,5,8,7,4,EASY,OK,Yes,
progression_4,Procedural 1,2,slot2_d_5.json,minigame_locally/levels/slot2_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/slot2_d_5.json,2,8x8,6,8,8,20,HARD,OK,Yes,
progression_4,Procedural 1,3,slot2_d_4.json,minigame_locally/levels/slot2_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/slot2_d_4.json,3,7x7,4,6,9,20,HARD,OK,Yes,
progression_4,Procedural 1,4,slot2_4.json,minigame_locally/levels/slot2_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/slot2_4.json,4,7x7,5,8,8,5,HARD,OK,Yes,
progression_4,Procedural 1,5,procedular_reference_large_00d_d_5.json,minigame_locally/levels/procedular_reference_large_00d_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_00d_d_5.json,5,7x7,3,9,14,20,HARD,OK,Yes,
progression_4,Procedural 1,6,procedular_reference_large_00d_d_d_4.json,minigame_locally/levels/procedular_reference_large_00d_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_00d_d_d_4.json,6,7x7,3,9,14,2,HARD,OK,Yes,
progression_4,Procedural 1,7,procedular_reference_large_00d_9.json,minigame_locally/levels/procedular_reference_large_00d_9.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_00d_9.json,7,7x7,3,9,14,4,HARD,OK,Yes,
progression_4,Procedural 1,8,procedular_reference_large_008.json,minigame_locally/levels/procedular_reference_large_008.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_008.json,8,7x7,3,9,14,20,HARD,OK,Yes,
progression_4,Procedural 1,9,procedular_reference_large_009.json,minigame_locally/levels/procedular_reference_large_009.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_009.json,9,7x7,3,9,14,2,HARD,OK,Yes,
progression_4,Procedural 1,10,procedular_reference_large_010.json,minigame_locally/levels/procedular_reference_large_010.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_010.json,10,7x7,3,9,14,4,HARD,OK,Yes,
