progression_key,progression_label,slot,file,path,saved_path,level,board,pairs,blockers,moves,solutions,difficulty,status,changed,notes
progression_8,Procedural 5,0,tutorial_level.json,minigame_locally/levels/tutorial_level.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/tutorial_level.json,1,6x6,3,3,8,20,EASY,OK,Yes,Tutorial slot
progression_8,Procedural 5,1,procedular_reference_large_04d_d_4.json,minigame_locally/levels/procedular_reference_large_04d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_d_4.json,41,7x7,3,9,14,20,HARD,OK,Yes,
progression_8,Procedural 5,2,procedular_reference_large_04d_5.json,minigame_locally/levels/procedular_reference_large_04d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_5.json,42,7x7,4,9,19,20,HARD,OK,Yes,
progression_8,Procedural 5,3,procedular_reference_large_04d_4.json,minigame_locally/levels/procedular_reference_large_04d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_4.json,43,8x8,3,11,12,20,HARD,OK,Yes,
progression_8,Procedural 5,4,procedular_reference_large_044.json,minigame_locally/levels/procedular_reference_large_044.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_044.json,44,7x7,3,9,3,20,HARD,OK,Yes,
progression_8,Procedural 5,5,procedular_reference_large_04d_d_5.json,minigame_locally/levels/procedular_reference_large_04d_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_d_5.json,45,7x7,4,9,19,2,HARD,OK,Yes,
progression_8,Procedural 5,6,procedular_reference_large_04d_d_d_4.json,minigame_locally/levels/procedular_reference_large_04d_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_d_d_4.json,46,8x8,3,11,23,20,HARD,OK,Yes,
progression_8,Procedural 5,7,procedular_reference_large_04d_9.json,minigame_locally/levels/procedular_reference_large_04d_9.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_04d_9.json,47,8x8,3,11,20,20,HARD,OK,Yes,
progression_8,Procedural 5,8,procedular_reference_large_048.json,minigame_locally/levels/procedular_reference_large_048.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_048.json,48,8x8,4,11,26,20,HARD,OK,Yes,
progression_8,Procedural 5,9,procedular_reference_large_049.json,minigame_locally/levels/procedular_reference_large_049.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_049.json,49,7x7,3,9,14,4,HARD,OK,Yes,
progression_8,Procedural 5,10,procedular_reference_large_050.json,minigame_locally/levels/procedular_reference_large_050.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_050.json,50,7x7,3,9,13,4,HARD,OK,Yes,
