progression_key,progression_label,slot,file,path,saved_path,level,board,pairs,blockers,moves,solutions,difficulty,status,changed,notes
progression_7,Procedural 4,0,tutorial_level.json,minigame_locally/levels/tutorial_level.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/tutorial_level.json,1,6x6,3,3,8,20,EASY,OK,Yes,Tutorial slot
progression_7,Procedural 4,1,procedural_2_level_1_new_2026032223474d_4.json,minigame_locally/levels/procedural_2_level_1_new_2026032223474d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedural_2_level_1_new_2026032223474d_4.json,11,7x7,2,5,15,20,HARD,OK,Yes,
progression_7,Procedural 4,2,procedular_reference_large_03d_5.json,minigame_locally/levels/procedular_reference_large_03d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_03d_5.json,32,8x8,3,11,12,20,HARD,OK,Yes,
progression_7,Procedural 4,3,procedular_reference_large_03d_4.json,minigame_locally/levels/procedular_reference_large_03d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_03d_4.json,33,7x7,4,9,9,20,HARD,OK,Yes,
progression_7,Procedural 4,4,procedular_reference_large_034.json,minigame_locally/levels/procedular_reference_large_034.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_034.json,34,7x7,3,9,13,2,HARD,OK,Yes,
progression_7,Procedural 4,5,procedular_reference_large_03d_d_5.json,minigame_locally/levels/procedular_reference_large_03d_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_03d_d_5.json,35,8x8,3,11,23,20,HARD,OK,Yes,
progression_7,Procedural 4,6,procedular_reference_large_03d_d_d_4.json,minigame_locally/levels/procedular_reference_large_03d_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_03d_d_d_4.json,36,8x8,4,11,26,20,HARD,OK,Yes,
progression_7,Procedural 4,7,procedular_reference_large_03d_9.json,minigame_locally/levels/procedular_reference_large_03d_9.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_03d_9.json,37,8x8,3,11,19,20,HARD,OK,Yes,
progression_7,Procedural 4,8,procedular_reference_large_038.json,minigame_locally/levels/procedular_reference_large_038.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_038.json,38,7x7,3,9,14,4,HARD,OK,Yes,
progression_7,Procedural 4,9,procedular_reference_large_039.json,minigame_locally/levels/procedular_reference_large_039.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_039.json,39,7x7,4,9,19,4,HARD,OK,Yes,
progression_7,Procedural 4,10,procedular_reference_large_040.json,minigame_locally/levels/procedular_reference_large_040.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_040.json,40,8x8,3,11,17,20,HARD,OK,Yes,
