progression_key,progression_label,slot,file,path,saved_path,level,board,pairs,blockers,moves,solutions,difficulty,status,changed,notes
progression_6,Procedural 3,0,tutorial_level.json,minigame_locally/levels/tutorial_level.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/tutorial_level.json,1,6x6,3,3,8,20,EASY,OK,Yes,Tutorial slot
progression_6,Procedural 3,1,procedular_reference_large_02d_d_4.json,minigame_locally/levels/procedular_reference_large_02d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_d_4.json,21,8x8,4,11,19,20,HARD,OK,Yes,
progression_6,Procedural 3,2,procedular_reference_large_02d_5.json,minigame_locally/levels/procedular_reference_large_02d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_5.json,22,7x7,3,9,3,20,HARD,OK,Yes,
progression_6,Procedural 3,3,procedular_reference_large_02d_4.json,minigame_locally/levels/procedular_reference_large_02d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_4.json,23,7x7,3,9,13,2,HARD,OK,Yes,
progression_6,Procedural 3,4,procedular_reference_large_024.json,minigame_locally/levels/procedular_reference_large_024.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_024.json,24,8x8,4,11,30,4,HARD,OK,Yes,
progression_6,Procedural 3,5,procedular_reference_large_02d_d_5.json,minigame_locally/levels/procedular_reference_large_02d_d_5.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_d_5.json,25,8x8,3,11,20,20,HARD,OK,Yes,
progression_6,Procedural 3,6,procedular_reference_large_02d_d_d_4.json,minigame_locally/levels/procedular_reference_large_02d_d_d_4.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_d_d_4.json,26,8x8,3,11,19,20,HARD,OK,Yes,
progression_6,Procedural 3,7,procedular_reference_large_02d_9.json,minigame_locally/levels/procedular_reference_large_02d_9.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_02d_9.json,27,7x7,4,9,19,4,HARD,OK,Yes,
progression_6,Procedural 3,8,procedular_reference_large_028.json,minigame_locally/levels/procedular_reference_large_028.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_028.json,28,7x7,3,9,13,4,HARD,OK,Yes,
progression_6,Procedural 3,9,procedular_reference_large_029.json,minigame_locally/levels/procedular_reference_large_029.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_029.json,29,8x8,3,11,17,20,HARD,OK,Yes,
progression_6,Procedural 3,10,procedular_reference_large_030.json,minigame_locally/levels/procedular_reference_large_030.json,/Users/victoria.serrano/Library/CloudStorage/SynologyDrive-back1/misScripts/minigame_locally/levels/procedular_reference_large_030.json,30,7x7,4,9,20,8,HARD,OK,Yes,
